,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,Nacional
08-01-2021,6,48,5,1,7,17,196,32,6,14,77,8,43,113,223,30,24,8,49,19,70,35,9,18,15,24,11,19,22,31,5,12,1163.4845567061056
09-01-2021,6,43,4,0,3,15,198,37,4,9,91,9,41,108,202,25,14,5,44,14,64,34,6,27,14,29,7,19,17,29,10,15,1184.0585239444024
10-01-2021,10,48,6,4,3,17,218,38,1,8,94,18,30,110,203,34,16,5,53,15,77,30,4,27,14,33,6,24,16,38,6,9,1202.8281536087154
11-01-2021,16,37,8,1,2,19,238,41,2,9,104,14,53,90,238,34,26,11,50,16,69,22,9,31,19,38,14,22,21,38,8,15,1224.2818038819435
12-01-2021,10,42,9,0,7,13,210,31,4,12,86,11,35,99,228,46,15,11,57,19,69,27,2,30,23,36,14,21,16,39,8,8,1246.4267117384763
13-01-2021,8,47,4,3,3,23,202,24,5,9,91,19,46,93,228,43,24,5,68,19,55,21,7,31,11,39,12,23,25,41,5,13,1272.4084126747766
14-01-2021,9,38,7,3,7,21,221,53,3,12,95,17,43,96,219,36,23,6,65,19,65,36,2,27,22,20,11,24,20,33,8,10,1299.8979654060815
15-01-2021,12,46,12,2,3,18,223,30,4,6,84,18,53,109,235,42,21,17,56,11,72,28,5,29,17,28,12,32,18,45,7,21,1327.304861079795
16-01-2021,12,36,10,3,3,11,208,35,3,13,81,25,55,99,226,44,28,20,56,17,75,35,10,45,17,33,4,20,16,42,3,9,1350.3596717384492
17-01-2021,15,35,5,3,4,10,228,35,5,15,121,14,48,125,243,40,23,10,79,22,78,30,8,36,23,47,8,26,12,40,1,13,1365.42468670602
18-01-2021,6,48,6,4,9,18,225,58,5,12,99,18,44,133,226,38,30,13,74,15,75,36,12,26,16,40,10,21,19,39,16,18,1375.0601057524127
19-01-2021,15,40,13,2,12,20,253,39,11,11,94,24,40,117,253,45,25,12,78,22,76,34,4,39,21,37,9,22,12,49,8,10,1382.8019614848151
20-01-2021,14,44,11,0,6,8,243,46,3,7,112,23,49,123,263,61,26,12,81,12,83,39,9,38,21,29,8,22,27,53,12,10,1392.0818018159307
21-01-2021,10,48,7,3,7,13,223,29,5,9,90,20,45,116,240,61,32,12,83,25,89,32,8,43,23,29,15,20,21,59,9,9,1398.3084997492642
22-01-2021,12,33,16,1,4,5,227,44,6,10,95,28,53,110,241,61,28,16,62,22,75,31,1,19,21,24,14,24,20,64,13,15,1395.8120019279675
23-01-2021,11,24,5,3,6,13,223,31,3,12,110,17,49,111,257,49,33,19,52,27,82,33,3,28,22,23,8,21,20,38,9,12,1384.0001321075426
24-01-2021,11,41,10,2,8,9,240,34,6,6,106,32,53,127,224,59,32,18,74,19,70,28,9,32,23,28,8,23,18,46,8,19,1366.0308102728043
25-01-2021,18,36,7,0,4,18,261,52,4,8,100,21,46,109,231,54,41,20,86,27,68,30,11,38,31,25,8,22,17,60,9,16,1345.4333369825506
26-01-2021,14,27,10,1,13,11,270,40,7,11,115,30,44,96,225,62,37,12,67,15,62,25,6,37,33,18,14,23,19,51,12,12,1326.4834852991255
27-01-2021,12,33,4,2,8,17,212,23,5,15,105,29,45,106,211,59,25,17,68,21,75,24,5,34,17,27,10,17,22,50,12,15,1309.9984370332716
28-01-2021,14,20,6,2,7,13,198,25,6,9,81,25,36,100,211,57,30,8,79,26,68,30,7,37,30,26,9,16,15,35,11,12,1297.0202293209356
29-01-2021,14,35,14,4,7,14,200,33,6,11,73,22,36,122,224,48,28,15,42,13,70,34,8,28,29,23,7,23,10,34,8,12,1280.1860735724351
30-01-2021,15,30,5,2,4,12,217,30,6,8,84,23,45,109,210,44,21,13,45,10,64,34,8,34,24,17,13,21,17,50,12,12,1257.3358843221374
31-01-2021,8,23,6,2,4,12,206,17,2,11,81,28,39,84,223,45,18,11,55,14,55,31,6,32,30,23,10,17,13,56,9,10,1228.9134471025327
01-02-2021,21,29,13,1,5,9,220,27,4,4,103,19,39,91,227,44,33,11,70,24,74,37,6,48,21,24,7,10,17,35,10,13,1197.5271050324939
02-02-2021,16,30,8,2,2,16,189,33,5,4,76,23,47,100,211,55,19,20,56,24,67,29,10,34,16,33,10,25,14,59,8,23,1168.4481918151866
03-02-2021,5,24,16,1,6,16,202,18,6,11,74,29,44,86,205,39,21,10,56,15,67,30,8,27,21,26,6,17,13,46,8,19,1139.5253027425772
04-02-2021,17,17,10,4,3,11,156,25,9,10,79,19,34,83,173,46,26,14,58,15,58,27,2,29,10,29,6,28,26,47,8,12,1112.6362947132945
05-02-2021,16,23,9,1,1,12,159,22,6,8,77,17,45,71,163,46,19,18,61,19,61,23,7,35,16,13,8,9,11,46,15,12,1083.0875469793075
06-02-2021,17,23,11,4,2,15,161,30,8,2,74,15,38,64,167,40,21,13,46,19,67,26,9,32,18,15,2,17,13,51,14,16,1052.4164055669617
07-02-2021,9,16,6,3,3,9,167,11,7,10,70,25,31,68,174,32,21,6,45,16,53,28,5,18,15,18,9,23,9,42,7,12,1020.0367620505075
08-02-2021,8,22,7,0,5,15,167,14,4,11,63,24,41,85,185,56,24,13,44,14,55,13,12,29,22,16,12,18,17,43,15,18,986.1524831720977
09-02-2021,10,21,10,3,0,7,163,21,2,9,62,16,28,76,161,29,26,13,43,20,60,25,4,27,24,10,7,12,11,49,14,9,952.7593806439801
10-02-2021,16,23,5,5,2,8,142,18,6,7,61,10,38,71,128,32,15,12,31,14,61,23,12,19,15,17,8,12,14,40,11,12,922.3360249375864
11-02-2021,12,25,5,5,1,9,123,23,6,7,59,24,32,60,174,31,30,7,41,20,62,18,7,27,20,9,5,10,10,43,8,11,895.7466576053067
12-02-2021,4,19,7,0,2,14,135,17,8,8,58,23,27,66,152,20,22,4,35,13,53,20,6,24,18,22,2,10,7,39,13,9,869.9528498009073
13-02-2021,9,13,6,2,5,8,143,9,4,3,52,17,20,57,118,25,16,8,28,20,52,20,4,20,17,13,8,17,6,39,6,6,844.732994731069
14-02-2021,9,12,7,1,2,9,144,17,6,8,39,19,25,50,134,36,17,6,27,16,46,19,4,21,18,13,9,10,11,33,10,12,817.8351261489738
15-02-2021,11,13,4,1,3,6,113,13,6,4,54,23,27,46,165,27,13,14,29,14,51,15,8,13,17,10,11,18,12,41,11,11,794.4705986250956
16-02-2021,8,18,6,4,3,8,154,17,4,6,35,22,22,55,125,27,19,9,41,12,53,10,4,23,12,14,3,11,12,30,8,7,773.1243230249896
17-02-2021,4,11,5,2,1,17,139,12,2,3,41,12,25,54,119,29,17,5,49,22,51,18,8,14,8,12,1,16,8,34,12,7,756.4491217018149
18-02-2021,10,13,5,4,1,12,107,9,12,7,38,14,18,54,111,18,17,5,31,15,49,17,4,14,20,9,2,16,8,28,11,8,738.7649661732681
19-02-2021,10,6,8,4,4,2,119,12,5,3,40,23,17,41,121,27,23,1,42,20,61,20,9,15,20,8,4,14,6,25,9,10,718.4596700040215
20-02-2021,9,12,6,2,1,4,106,5,0,5,27,13,22,37,126,23,18,3,27,14,43,9,7,20,9,10,4,8,6,27,11,6,697.1742386805063
21-02-2021,5,8,6,0,2,13,128,12,5,11,33,16,19,45,135,26,20,8,29,18,43,19,3,16,15,13,5,12,9,29,10,8,676.7980635045132
22-02-2021,8,15,4,2,1,11,131,16,5,6,45,19,21,44,120,27,13,3,32,21,42,21,6,21,8,10,7,11,10,31,12,9,659.6603506286533
23-02-2021,6,7,9,0,2,8,99,8,9,2,33,17,17,44,90,14,13,7,30,15,53,23,2,17,13,10,5,6,9,25,10,8,645.0579785788369
24-02-2021,5,10,2,1,0,8,117,10,7,6,30,18,14,36,99,19,17,10,25,11,37,12,2,17,17,7,5,5,7,33,8,7,632.6037003523203
25-02-2021,6,12,4,2,1,11,105,9,1,5,23,8,17,42,85,24,15,3,28,15,44,19,1,19,11,8,5,5,4,37,12,8,620.0634260278613
26-02-2021,4,8,3,2,0,15,105,9,3,5,22,14,16,31,96,13,21,6,26,15,43,19,3,9,17,7,6,5,8,23,15,5,606.3952829006316
27-02-2021,8,5,3,2,2,9,94,11,4,5,28,9,10,38,92,16,29,2,25,15,60,17,2,13,20,8,8,9,7,19,13,5,591.8662606705257
28-02-2021,8,7,3,2,3,9,118,9,5,3,30,18,23,28,96,18,22,4,30,12,43,11,4,19,8,10,5,8,7,20,9,5,577.8275025385716
01-03-2021,6,6,8,1,2,13,102,12,2,3,30,9,12,31,104,18,18,3,23,14,51,15,1,18,13,11,5,2,12,24,8,7,564.3321130410526
02-03-2021,1,9,4,2,3,8,107,4,4,6,40,9,11,25,89,25,21,4,15,10,51,15,2,11,14,8,5,11,6,28,11,8,552.1342802781177
03-03-2021,4,7,2,2,1,8,93,4,0,4,27,15,17,26,89,12,16,6,16,11,35,26,3,9,19,9,3,5,4,20,13,8,541.030190509278
04-03-2021,6,7,0,0,2,16,105,10,3,4,20,15,11,29,96,25,11,2,8,10,47,9,0,7,10,4,5,4,9,17,16,8,533.0152829923267
05-03-2021,6,4,0,0,2,13,111,4,3,6,27,6,20,27,88,18,18,3,23,16,33,12,2,11,10,4,6,7,8,19,7,9,525.9539080394535
06-03-2021,6,5,2,1,1,8,89,8,2,2,28,12,5,22,91,22,19,3,12,15,35,17,4,13,5,1,9,4,6,23,14,3,519.3339540285218
07-03-2021,5,7,2,3,0,8,81,10,2,3,20,13,13,25,88,16,18,6,30,15,27,15,4,5,20,4,3,3,10,16,15,2,509.5545005992888
08-03-2021,5,8,1,3,1,8,104,4,1,3,12,16,14,28,90,22,21,6,16,18,34,20,2,12,10,6,8,7,5,16,13,7,498.79516865628017
09-03-2021,3,7,5,3,2,15,95,8,7,1,23,9,21,23,66,7,18,0,13,13,38,15,3,16,8,5,1,6,4,24,7,2,488.11273861501286
10-03-2021,6,7,3,3,2,10,98,4,3,1,22,10,7,34,103,22,17,5,14,13,55,17,2,13,13,3,3,3,3,27,8,8,477.8811045398702
11-03-2021,7,3,1,3,1,7,103,8,1,3,22,11,9,30,83,17,14,6,21,8,36,29,3,5,9,6,5,7,4,15,12,4,466.87443744200056
12-03-2021,3,2,3,1,3,11,67,5,3,6,17,15,7,25,59,13,14,3,10,15,28,27,3,12,12,4,5,5,3,15,12,6,454.9023423387991
13-03-2021,4,3,0,2,1,11,95,5,1,4,25,5,10,19,59,15,21,2,15,13,38,22,4,6,11,2,5,2,6,16,9,4,443.5215253213725
14-03-2021,3,6,3,0,0,11,93,3,2,5,26,9,16,20,79,17,22,4,17,13,35,12,1,12,10,2,4,7,3,19,9,3,431.9795690138153
15-03-2021,6,3,3,2,2,7,76,6,1,1,13,14,6,20,70,11,19,2,15,15,34,23,2,15,5,2,2,9,2,16,8,5,421.6115769463366
16-03-2021,1,2,4,3,2,12,67,7,2,2,16,11,13,22,70,15,15,3,15,9,32,11,4,5,13,1,3,4,5,16,4,6,411.4442341467073
17-03-2021,3,10,5,0,2,9,68,7,0,3,10,11,10,14,73,15,18,0,14,12,29,18,3,14,14,4,4,7,5,15,9,1,404.5169485617951
18-03-2021,1,10,2,2,0,11,51,3,0,10,12,13,6,14,67,11,24,3,17,13,33,10,2,10,9,6,1,3,6,12,12,2,397.8422674387694
19-03-2021,2,5,2,1,1,7,89,6,4,4,13,8,14,8,66,5,15,1,11,12,25,16,1,6,11,7,4,9,6,11,12,5,391.10890529789003
20-03-2021,4,4,1,1,0,10,63,4,2,3,12,8,14,21,56,7,15,0,9,13,22,11,4,9,9,4,3,8,5,16,6,10,380.7557184909024
21-03-2021,5,7,0,1,2,6,62,3,3,2,16,9,7,12,71,14,28,3,10,15,27,10,3,7,9,5,2,7,6,18,7,6,369.2677323230605
22-03-2021,4,3,5,2,3,12,66,4,1,6,11,2,4,13,74,21,9,1,6,13,17,12,0,4,13,3,10,7,4,23,8,3,359.3502725185819
23-03-2021,2,3,0,2,2,11,76,5,0,3,12,10,11,13,65,9,21,3,10,16,30,17,2,12,9,5,6,5,10,23,8,2,353.03270309312967
24-03-2021,1,3,3,1,0,2,77,1,0,2,11,7,7,15,60,20,19,2,11,6,31,10,4,7,5,6,5,4,3,11,8,4,349.099875681814
25-03-2021,2,5,3,1,2,16,64,2,3,1,9,7,3,11,39,15,12,1,6,7,27,11,5,8,12,3,3,2,2,13,7,0,345.1843730039761
26-03-2021,3,2,2,2,3,6,44,2,1,4,9,6,5,12,56,8,12,2,10,7,27,8,4,6,8,4,5,3,4,10,10,5,340.5915594107276
27-03-2021,1,4,1,1,0,6,64,3,1,3,9,3,10,28,50,7,15,0,6,6,30,13,2,12,3,8,3,6,4,12,7,3,335.7238662819721
28-03-2021,2,0,1,0,1,12,67,3,1,3,16,9,9,19,64,11,14,0,7,7,34,8,3,7,10,8,5,7,5,9,9,7,330.78672147753184
29-03-2021,3,9,2,1,1,13,63,2,2,8,11,11,12,9,53,12,6,3,14,10,23,8,2,12,10,2,0,6,1,20,11,0,325.54258909640737
30-03-2021,2,1,2,1,2,16,53,5,0,5,10,10,4,12,53,12,11,1,6,13,36,12,6,7,7,10,3,3,1,8,8,2,320.5600102307642
31-03-2021,3,3,0,1,0,8,43,3,0,2,14,11,8,11,70,13,14,4,2,7,33,10,2,5,12,3,4,5,2,11,11,5,315.25046463704507
01-04-2021,8,4,0,2,1,11,53,2,0,1,11,4,6,13,60,10,17,2,2,6,34,5,2,4,6,4,4,5,2,9,11,3,311.8108922983265
02-04-2021,2,3,2,1,2,17,52,4,1,4,3,6,11,14,58,13,8,3,7,7,24,12,3,7,14,5,2,2,2,9,9,3,308.2544678991333
03-04-2021,2,4,4,1,1,16,58,3,2,4,11,3,13,16,47,12,17,0,7,8,27,6,3,4,7,4,3,4,1,11,4,3,305.9979485021945
04-04-2021,6,5,1,0,1,22,48,2,1,2,11,9,8,12,49,7,10,1,6,5,18,5,2,4,7,1,4,4,2,9,7,3,302.65192912308316
05-04-2021,3,5,6,2,2,14,40,6,1,3,11,10,10,13,49,12,9,0,7,6,32,11,6,3,11,7,7,3,4,8,13,1,299.21810126646216
06-04-2021,3,3,4,2,1,16,39,4,0,7,10,8,7,7,38,14,9,0,10,8,23,4,0,5,7,6,3,5,3,18,11,4,294.9758963233974
07-04-2021,4,3,0,1,1,14,50,2,1,2,14,3,9,21,60,6,11,1,4,5,32,7,4,4,7,6,6,5,3,17,9,0,291.42543020665295
08-04-2021,3,3,0,2,1,21,48,1,0,5,9,5,3,17,41,8,16,0,7,6,22,8,3,4,9,9,4,2,8,11,12,5,288.4670800674738
09-04-2021,4,6,3,3,6,18,39,3,1,4,9,3,3,12,48,5,10,0,7,9,19,7,4,9,7,3,4,5,5,14,11,2,286.9468762713638
10-04-2021,3,6,0,1,1,12,32,0,0,2,14,8,6,3,43,16,11,4,5,7,28,12,5,7,9,8,3,2,3,13,10,5,284.63163548441406
11-04-2021,3,3,2,2,2,16,44,0,1,2,10,9,6,7,44,7,21,2,8,3,14,8,5,4,16,6,0,3,3,9,9,4,282.28388558165256
12-04-2021,3,4,1,0,1,13,49,2,2,1,6,8,10,20,38,10,9,4,8,3,22,3,1,2,9,2,7,3,3,9,7,1,277.4332050856361
13-04-2021,5,4,3,2,2,18,43,3,2,4,8,13,5,14,49,9,10,1,6,3,20,7,8,5,12,7,5,7,4,11,6,2,272.01214828095164
14-04-2021,2,2,1,2,0,13,41,3,0,1,12,10,3,20,43,10,10,2,5,2,32,9,8,3,8,5,4,6,1,10,6,1,265.65261533518054
15-04-2021,9,6,3,1,1,23,38,4,0,1,8,6,15,8,46,10,9,1,12,4,16,9,3,6,9,4,3,4,4,7,10,3,260.6176461662179
16-04-2021,6,3,5,2,0,21,31,1,1,5,10,6,5,11,38,7,9,3,6,10,18,10,4,5,7,2,4,5,2,9,7,1,255.58924954406916
17-04-2021,5,3,6,0,1,18,43,2,0,3,5,8,11,12,42,7,6,1,4,11,20,7,1,4,8,4,4,11,3,8,4,2,249.86679208647925
18-04-2021,6,2,0,0,0,19,31,0,3,4,5,5,5,8,32,5,6,2,3,4,21,5,2,3,10,3,1,1,4,6,14,2,243.37901011198915
19-04-2021,5,5,1,5,1,19,31,1,2,5,2,8,9,11,38,7,5,1,4,8,19,6,3,5,7,5,1,2,0,8,7,3,237.0223614523852
20-04-2021,10,9,0,0,1,10,28,3,1,1,8,9,9,14,47,11,7,1,5,4,26,6,7,2,4,11,3,3,3,8,4,0,231.7624920340409
21-04-2021,3,4,3,1,1,12,36,3,0,3,7,7,8,11,38,7,7,2,3,5,14,4,3,4,5,6,5,5,5,12,7,0,226.9385961108563
22-04-2021,3,2,3,2,0,18,39,0,0,0,3,4,5,6,26,6,8,2,9,5,15,6,4,1,6,2,4,4,2,8,9,4,222.8170643382106
23-04-2021,1,5,3,0,2,12,30,5,0,2,3,6,7,10,22,5,11,2,6,11,26,4,5,2,3,5,2,3,0,6,9,1,218.9739542486317
24-04-2021,2,2,2,0,1,14,24,1,2,3,3,2,3,13,40,9,7,1,4,4,23,8,3,1,7,2,3,2,2,11,8,4,214.75971974148828
25-04-2021,5,4,1,0,0,10,24,0,2,1,7,7,7,9,34,9,12,0,6,6,11,5,2,2,5,4,4,6,1,11,4,2,210.0732678656077
26-04-2021,3,1,0,1,2,15,32,2,0,2,6,8,5,11,33,5,12,1,6,4,20,3,3,5,6,1,5,6,0,8,9,3,204.74679990998877
27-04-2021,4,3,5,0,0,15,23,0,2,3,4,2,7,9,28,8,7,1,1,6,19,8,3,5,9,4,5,3,2,9,3,1,200.19083764786834
28-04-2021,2,1,1,0,0,17,30,1,1,0,2,2,6,5,41,7,7,2,6,8,15,5,3,3,6,5,4,4,1,7,6,1,195.58870548278983
29-04-2021,3,1,2,2,0,16,24,5,0,2,4,4,7,9,21,15,6,1,11,1,22,6,4,3,4,1,3,7,4,12,9,2,191.21995782476347
30-04-2021,1,4,3,0,0,10,22,1,0,0,1,4,1,5,24,9,6,2,6,2,15,6,7,3,6,3,5,0,2,7,4,2,186.5243604301073
01-05-2021,5,3,0,1,0,9,24,1,0,1,1,9,6,5,25,3,11,1,7,9,21,0,5,3,3,5,3,2,0,6,7,2,181.65165376201094
02-05-2021,4,4,3,1,0,20,16,4,2,1,6,5,1,9,23,10,6,2,10,1,16,8,6,2,4,5,2,4,2,8,7,0,175.83035545746807
03-05-2021,1,3,2,3,1,11,22,2,0,3,5,6,5,8,16,6,11,0,6,4,15,3,4,1,2,4,4,4,1,10,6,1,169.87077608569643
04-05-2021,0,3,2,0,5,12,13,1,1,5,3,2,3,7,16,3,8,2,5,6,12,2,6,6,5,6,3,6,2,6,5,2,165.1249460627216
05-05-2021,4,4,0,1,3,11,17,0,0,5,1,3,3,13,20,9,5,2,6,6,15,1,5,4,11,3,4,3,1,4,11,3,161.55993900830526
06-05-2021,1,6,3,0,1,13,13,1,0,0,5,5,4,4,14,4,6,3,2,5,19,4,3,4,7,4,3,3,1,6,6,4,158.56896392555643
07-05-2021,1,6,0,0,1,14,17,1,1,0,1,2,3,4,13,9,3,4,5,4,6,7,3,2,5,2,3,4,2,5,5,1,154.09199066364485
08-05-2021,2,4,1,2,1,5,11,3,0,0,2,2,5,5,17,9,3,0,2,2,16,6,5,2,5,0,4,7,1,6,5,1,149.8337537614135
09-05-2021,4,4,0,3,2,8,19,3,0,1,4,5,1,7,21,8,9,3,4,4,10,8,4,1,6,0,2,2,2,1,4,1,144.71961379046013
10-05-2021,0,6,3,1,1,7,24,2,2,4,3,3,2,10,14,5,6,0,9,3,14,4,7,5,3,1,2,4,5,11,4,2,140.74374576781995
11-05-2021,0,3,3,1,0,10,7,1,0,2,3,4,6,1,16,7,2,2,5,2,14,5,12,0,2,3,2,3,1,7,4,0,136.9223444353523
12-05-2021,5,3,3,0,0,10,18,2,0,1,3,3,3,6,22,4,9,0,2,3,10,0,6,3,7,1,1,4,0,4,5,1,134.75531300104896
13-05-2021,1,2,2,2,0,7,9,2,0,5,3,3,1,5,15,3,3,1,2,1,8,3,5,3,5,1,3,5,3,4,4,1,132.99246285893915
14-05-2021,1,3,2,0,1,8,17,1,1,2,2,2,5,6,20,4,4,1,3,4,8,7,4,0,3,1,1,6,1,6,7,1,130.97047841740383
15-05-2021,0,2,1,1,3,7,12,2,1,2,1,2,2,2,11,5,2,2,7,2,10,4,3,0,3,5,4,5,0,3,5,1,127.97616177320857
16-05-2021,2,3,3,2,1,6,13,0,0,3,2,3,0,2,14,4,6,0,6,3,6,1,7,3,7,1,5,12,0,4,5,2,123.84609607826849
17-05-2021,0,9,3,2,0,6,11,1,2,1,4,5,2,14,15,5,5,0,11,2,10,1,3,4,4,3,3,4,2,0,1,0,120.33848215567464
18-05-2021,1,5,6,1,1,5,17,0,1,3,2,2,4,6,15,2,5,0,6,1,9,4,7,1,2,2,5,6,1,3,10,0,117.42996629138877
19-05-2021,1,4,3,1,2,8,9,2,0,0,3,2,2,4,15,2,3,1,6,4,6,1,7,1,4,4,5,6,0,4,6,2,116.29116541606663
20-05-2021,2,1,2,0,1,4,7,1,0,1,2,4,3,5,12,1,3,1,5,3,8,0,4,2,4,3,4,7,0,7,5,0,114.86520404322766
21-05-2021,0,2,1,1,1,5,8,1,1,1,0,4,2,3,15,3,2,1,4,7,7,1,8,2,3,0,2,9,0,3,6,2,113.61669807257177
22-05-2021,2,2,4,0,0,5,11,0,0,0,2,0,0,0,9,2,0,0,7,1,4,0,6,1,6,2,4,8,0,2,7,1,111.77823100675687
23-05-2021,4,9,7,1,0,9,7,1,1,0,0,1,1,1,9,6,3,0,6,3,5,4,15,2,4,2,3,7,1,5,7,1,110.21396056458325
24-05-2021,1,1,0,1,2,7,11,3,3,0,1,4,2,3,13,5,1,2,5,1,10,0,5,0,3,4,4,10,1,7,5,0,108.38019831449547
25-05-2021,1,2,2,0,1,8,10,3,0,0,2,3,3,6,14,5,0,3,7,2,7,0,8,0,2,3,0,8,0,5,5,2,106.88407189810259
26-05-2021,2,2,3,2,0,4,6,0,0,0,1,3,1,7,12,3,0,2,1,2,10,0,8,3,1,2,4,10,0,3,6,0,105.652704352052
27-05-2021,0,3,2,0,0,2,9,2,0,0,2,1,1,5,16,4,4,0,4,3,8,2,3,3,1,0,3,12,1,7,8,2,104.7928940130242
28-05-2021,0,4,1,0,1,5,6,0,1,1,1,3,2,3,16,4,3,4,1,3,3,2,9,2,4,1,2,7,0,6,6,1,102.78301244251328
29-05-2021,0,5,2,0,0,7,5,1,1,3,2,5,1,3,13,1,3,1,3,2,11,0,2,3,4,1,4,3,0,6,4,0,100.27829039127954
30-05-2021,1,4,1,0,0,4,4,1,1,0,2,5,2,4,10,5,2,0,4,3,8,0,9,1,5,2,1,2,0,7,6,2,97.74375295906627
31-05-2021,0,2,0,2,1,5,6,2,0,1,4,6,1,5,8,3,1,1,4,0,6,2,13,1,3,5,4,6,0,9,7,4,96.42356087768678
01-06-2021,1,3,4,2,0,4,6,1,0,4,1,1,2,1,7,3,2,1,2,3,7,2,9,2,3,2,5,7,0,7,5,1,96.06831631358682
02-06-2021,2,3,1,0,1,2,3,2,0,3,1,2,1,6,11,2,3,2,5,0,6,2,4,2,1,4,3,4,1,8,7,1,96.2422973593436
03-06-2021,2,1,4,0,0,6,7,0,1,0,0,1,2,2,4,2,1,0,2,0,6,1,4,0,3,3,0,8,1,6,2,0,96.9256612343382
04-06-2021,4,1,1,0,0,6,6,1,0,1,0,2,3,3,5,5,0,3,5,0,7,1,8,1,5,1,2,5,0,3,9,2,97.23388583217316
05-06-2021,1,6,2,2,0,4,5,1,1,0,1,2,0,1,9,3,1,2,0,2,5,1,9,2,8,6,2,8,2,5,13,1,97.73933481950094
06-06-2021,0,1,2,4,0,5,5,0,1,0,2,1,1,2,7,2,3,2,4,3,4,0,7,0,4,5,4,7,1,2,10,0,97.53928579856687
07-06-2021,1,1,0,3,0,4,4,1,1,2,0,4,3,4,6,3,3,0,7,4,6,0,11,1,5,3,5,8,0,7,7,1,97.35036322732655
08-06-2021,1,3,0,0,0,6,13,1,0,3,1,1,2,3,7,2,1,0,1,3,6,1,6,0,9,6,1,10,0,5,15,1,96.4092937050729
09-06-2021,0,5,4,3,0,5,5,0,0,1,0,3,0,4,10,1,1,2,9,0,1,1,12,1,2,2,3,4,1,5,11,0,96.18185946083189
